#,Zerpmon,Types,,White Move #1,Dmg,Type,ID,%,White Move #2,Dmg,Type,ID,%,Gold Move #1,Dmg,Type,ID,%,Gold Move #2,Dmg,Type,ID,%,Purple Move #1,Stars,ID,%,Purple Move #2,Stars,ID,%,Blue Move,ID,%,Miss,ID,%,NFToken ID
241,Reech,Dark,Poison,Bone Breaker,100,Fighting,#129,25.00%,Venomous Bite,50,Poison,#144,8.00%,Venom Pounce,70,Poison,#153,20.00%,Obilivion Orb,70,Dark,#297,13.00%,Nocturnal Nightmare,****,#302,10.00%,Dark Whispers,**,#300,6.00%,Parry,#388,9.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7599ADCE00000133
242,Wretch,Dark,Poison,Venom Nova,125,Poison,#403,16.00%,Touch of Death,125,Undead,#414,15.00%,Noxious Eruption,85,Poison,#154,20.00%,Obilivion Orb,70,Dark,#297,15.00%,Venemous Vortex,****,#158,6.00%,Corrosive Vapors,**,#156,8.00%,Burrow,#385,6.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E633F4D3D000001A2
243,Uuvuu,Normal,,Stomp,65,Normal,#12,16.00%,Skull Bash,80,Normal,#14,20.00%,Snuggle Tackle,70,Normal,#27,10.00%,Artic Chill,55,Ice,#116,9.00%,Taunt and Tease,****,#32,19.00%,Screech,***,#31,14.00%,Evade,#375,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5A286C5D000000C2
244,Sparquill,Ice,Normal,Last Resort,120,Normal,#24,22.00%,Ice Fang,50,Ice,#108,16.00%,Hailstorm Fury,70,Ice,#117,18.00%,Whirlwind Whack,70,Flying,#189,14.00%,Taunt and Tease,****,#32,9.00%,Ice Wall,***,#121,11.00%,Dodge,#376,5.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8C7F7ECF00000134
245,Crystalox,Ice,Normal,Frozen Tundra,125,Ice,#402,20.00%,Last Resort,120,Normal,#24,15.00%,Omega Steel Strike,85,Steel,#316,10.00%,Hailstorm Fury,70,Ice,#117,11.00%,Ice Wall,***,#121,18.00%,Freeze Ray,**,#120,11.00%,Evade,#375,5.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7A251E3E000001A3
246,Butle,Grass,,Razor Leaf,30,Grass,#70,8.00%,Solar Beam,100,Grass,#75,21.00%,Blossom Blast,40,Grass,#79,10.00%,Poisonous Puddle,40,Poison,#151,6.00%,Wonderland,****,#470,15.00%,Leaf Wrap,*****,#443,22.00%,Burrow,#385,6.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E710E3D5E000000C3
247,Foliescent,Grass,Psychic,Brain Torment,80,Psychic,#427,18.00%,Solar Beam,100,Grass,#75,11.00%,Chlorophyll Charge,85,Grass,#82,13.00%,Aura Sphere Blast,70,Psychic,#207,22.00%,Telekinetic Shield,**,#210,11.00%,Root Rend,**,#84,13.00%,Protect,#377,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA3654FD000000135
248,Deerant,Grass,Psychic,Roots Below,125,Grass,#400,16.00%,Death Hug,125,Normal,#397,20.00%,Aura Sphere Blast,70,Psychic,#207,10.00%,Chlorophyll Charge,85,Grass,#82,11.00%,Sacred Garden,*****,#456,9.00%,Telekinetic Shield,**,#210,7.00%,Detect,#390,10.00%,Miss,#1,27.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E910AEF3F000001A4
249,Repbot,Steel,,Chrono Steel Blast,100,Steel,#310,11.00%,Wild Rush,80,Normal,#15,9.00%,Steel Swipe,55,Steel,#314,11.00%,Jet Strike,55,Normal,#26,11.00%,Metallic Harden,***,#319,16.00%,Screech,***,#31,15.00%,Dodge,#376,8.00%,Miss,#1,27.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E87F40E5F000000C4
250,Geomech,Fighting,Steel,Bone Breaker,100,Fighting,#129,19.00%,Metallic Rush,80,Steel,#308,20.00%,Bolt Blade,70,Steel,#315,12.00%,Extreme Speed,85,Normal,#28,6.00%,Iron Defense,**,#318,14.00%,Rust,*,#317,15.00%,Protect,#377,5.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EBA4B20D100000136
251,Steelynx,Fighting,Steel,Absolute Iron,125,Steel,#412,19.00%,Bone Breaker,100,Fighting,#129,17.00%,Extreme Speed,85,Normal,#28,8.00%,Omega Steel Strike,85,Steel,#316,8.00%,Knacker,**,#450,8.00%,Iron Defense,**,#318,8.00%,Block,#394,8.00%,Miss,#1,32.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA7F0C040000001A5
252,Aline,Ghost,,Poltergeist Strike,50,Ghost,#251,12.00%,Undead Wail,50,Undead,#359,10.00%,Night Terror,70,Ghost,#261,19.00%,Ice Power,75,Ice,#477,11.00%,Soul Drain,***,#265,17.00%,Dark Cloud,*****,#444,14.00%,Protect,#377,5.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9ED9DF60000000C5
253,Frostolem,Ghost,Ice,Blizzard Burst,50,Ice,#107,12.00%,Winter's Wrath,120,Ice,#113,23.00%,Ghostly Guillotine,85,Ghost,#262,16.00%,Night Terror,70,Ghost,#261,22.00%,Ice Wall,***,#121,9.00%,Sub Zero,*****,#458,4.00%,Protect,#377,5.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED130F1D200000137
254,Cryogord,Ghost,Ice,Frozen Tundra,125,Ice,#402,15.00%,Death Hug,125,Normal,#397,18.00%,Ghostly Guillotine,85,Ghost,#262,12.00%,Hailstorm Fury,70,Ice,#117,20.00%,Ice Wall,***,#121,14.00%,Icy Wind,*,#119,10.00%,Protect,#377,6.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EBED69141000001A6
255,Batrop,Cosmic,,Nebula Burst,50,Cosmic,#341,7.00%,Interdimensional Rift,80,Cosmic,#343,16.00%,Interstellar Impact,85,Cosmic,#352,22.00%,Solar Storm,70,Cosmic,#351,5.00%,Space Time Warp,**,#354,18.00%,Dark Cloud,*****,#444,10.00%,Protect,#377,5.00%,Miss,#1,22.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB5BFB061000000C6
256,Geminat,Cosmic,,Interdimensional Rift,80,Cosmic,#343,21.00%,Fire Ball,80,Fire,#418,11.00%,Solar Storm,70,Cosmic,#351,15.00%,Shockwave Smash,85,Electric,#100,12.00%,Mind Control,***,#211,10.00%,Cosmic Radiation,***,#355,12.00%,Illusion,#392,6.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE816C2D300000138
257,Solarfyre,Cosmic,Fire,Dimensional Lazer,125,Cosmic,#396,17.00%,Incinerate,100,Fire,#40,18.00%,Electro Ball,70,Electric,#99,8.00%,Interstellar Impact,85,Cosmic,#352,11.00%,Hellfire,*****,#454,7.00%,Eclipse Edge,*,#353,6.00%,Fly,#391,16.00%,Miss,#1,33.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED5BC6242000001A7
258,Treegle,Ground,,Sandstorm Fury,80,Ground,#164,22.00%,Bump and Run,100,Normal,#20,16.00%,Digging Strike,55,Ground,#170,5.00%,Rock Throw,40,Rock,#241,6.00%,Sandstorm Shield,****,#176,15.00%,Impenetrable Armour,****,#465,17.00%,Counter,#389,8.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ECCA58162000000C7
259,Tragapod,Ground,Rock,Ground Shatter,100,Ground,#166,23.00%,Rocky Rampage,100,Rock,#237,21.00%,Tremor Shake,70,Ground,#171,10.00%,Jet Strike,55,Normal,#26,8.00%,Impenetrable Armour,****,#465,10.00%,Sand Pit Trap,***,#175,13.00%,Counter,#389,7.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EFEFC93D400000139
260,Rumblphant,Ground,Rock,Meteoric Impact,125,Rock,#408,17.00%,Death Charge,120,Normal,#23,19.00%,Fissure Quake,85,Ground,#172,12.00%,Tremor Shake,70,Ground,#171,13.00%,Sand Pit Trap,***,#175,10.00%,Impenetrable Armour,****,#465,7.00%,Counter,#389,8.00%,Miss,#1,22.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EECA23343000001A8
261,Jelliflash,Ghost,Poison,Ectoplasmic Explosion,80,Ghost,#253,15.00%,Venom Nova,125,Poison,#403,13.00%,Psybeam Burst,50,Psychic,#197,10.00%,Telepathic Tempest,85,Psychic,#208,16.00%,Ghostly Possession,****,#266,10.00%,Acid Rain,***,#157,10.00%,Protect,#377,10.00%,Miss,#1,26.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E500E15B60000011B
262,Zyphyrsh,Ghost,Poison,Acidic Avalanche,100,Poison,#147,14.00%,Teleport Strike,80,Psychic,#199,12.00%,Ghostly Guillotine,85,Ghost,#262,24.00%,Sludge Cannon,55,Poison,#152,17.00%,Phantom Scream,*,#263,9.00%,Ghostly Possession,****,#266,10.00%,Shadow Swap,#382,7.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E66F3E6B70000011C
263,Mechaniwing,Flying,Steel,Wing Slash,50,Flying,#180,13.00%,Feather Hurricane,50,Flying,#179,13.00%,Steel Swipe,55,Steel,#314,8.00%,Bolt Blade,70,Steel,#315,10.00%,Metallic Harden,***,#319,21.00%,Feathered Fling,****,#194,12.00%,Fly,#391,13.00%,Miss,#1,23.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7DD9B7B80000011D
264,Chronoclaw,Flying,Steel,Wing Slash,50,Flying,#180,8.00%,Absolute Iron,125,Steel,#412,12.00%,Bolt Blade,70,Steel,#315,23.00%,Cyclone Kick,55,Flying,#188,18.00%,Roost,*,#191,7.00%,Deafening Scream,***,#453,8.00%,Fly,#391,5.00%,Miss,#1,24.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E94BF88B90000011E
265,Graviraptor,Flying,Steel,Aeroblast,120,Flying,#186,25.00%,Metallic Rush,80,Steel,#308,16.00%,Alloy Attack,40,Steel,#313,7.00%,Extreme Speed,85,Normal,#28,6.00%,Brave Bird,***,#193,10.00%,Metallic Harden,***,#319,7.00%,Fly,#391,9.00%,Miss,#1,29.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EABA559BA0000011F
266,Geopup,Rock,,Rock Blast,30,Rock,#232,10.00%,Flame Charge,50,Fire,#36,7.00%,Extreme Speed,85,Normal,#28,14.00%,Rock Throw,40,Rock,#241,9.00%,Quarry Coffin,****,#248,23.00%,Impenetrable Armour,****,#465,24.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC28B2ABB00000120
267,Fossilfox,Rock,,Gemstone Missile,80,Rock,#235,15.00%,Iron Strike,100,Fighting,#130,27.00%,Geode Grenade,85,Rock,#244,29.00%,Extreme Speed,85,Normal,#28,6.00%,Gravel Grind,*,#245,10.00%,Rock Shield,**,#246,4.00%,Dodge,#376,5.00%,Miss,#1,9.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED970FBBC00000121
268,Snodash,Ice,,Frost Bite,30,Ice,#105,7.00%,Blizzard Burst,50,Ice,#107,8.00%,Hailstorm Fury,70,Ice,#117,21.00%,Snuggle Tackle,70,Normal,#27,18.00%,Ice Wall,***,#121,12.00%,Sub Zero,*****,#458,24.00%,Protect,#377,5.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF056CCBD00000122
269,Spectolf,Ice,,Ice Fang,50,Ice,#108,13.00%,Frozen Tundra,125,Ice,#402,18.00%,Hailstorm Fury,70,Ice,#117,12.00%,Night Terror,70,Ghost,#261,18.00%,Blizzard Cataclysm,****,#122,22.00%,Ice Wall,***,#121,8.00%,Protect,#377,5.00%,Miss,#1,9.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E073C9DBE00000123
270,Glacialsaur,Ice,,Arctic Avalanche,120,Ice,#114,17.00%,Glacial Crush,100,Ice,#111,20.00%,Close Combat,85,Fighting,#136,8.00%,Bedrock Blast,70,Rock,#243,15.00%,Blizzard Cataclysm,****,#122,11.00%,Ice Wall,***,#121,15.00%,Counter,#389,9.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1E226EBF00000124
271,Pigloo,Ice,Ground,Frozen Tundra,125,Ice,#402,16.00%,Sandblast,50,Ground,#162,12.00%,Electro Ball,70,Electric,#99,13.00%,Shockwave Smash,85,Electric,#100,20.00%,Taunt and Tease,****,#32,12.00%,Freeze Ray,**,#120,16.00%,Backflip,#378,10.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E224273B400000119
272,Permafluff,Ice,Electric,Sparkle Wave,50,Fairy,#324,9.00%,Bone Breaker,100,Fighting,#129,20.00%,Zap Cannon,80,Electric,#91,13.00%,Crystal Crush,85,Ice,#118,9.00%,Ice Wall,***,#121,22.00%,Bubble Barrier,**,#66,15.00%,Burrow,#385,6.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E392844B50000011A
273,Zephear,Dark,Undead,Midnight Maul,80,Dark,#289,18.00%,Demonic Deluge,100,Undead,#364,25.00%,Night Terror,70,Ghost,#261,11.00%,Obilivion Orb,70,Dark,#297,11.00%,Death's Dominion,****,#374,7.00%,Nocturnal Nightmare,****,#302,10.00%,Riftwalk,#381,13.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3F8E01E200000147
274,Torrentaur,Dark,Fighting,Dark Energy Blast,100,Dark,#291,21.00%,Fatal Sneak Attack,125,Fighting,#395,10.00%,Smack Down,70,Fighting,#135,14.00%,Bolt Blade,70,Steel,#315,13.00%,Guard Up,***,#139,12.00%,Iron Defense,**,#318,8.00%,Shadow Swap,#382,13.00%,Miss,#1,22.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E11C25FE000000145
275,Cosmihawk,Cosmic,Flying,Galactic Singularity,120,Cosmic,#348,17.00%,Meteor Rush,120,Rock,#239,14.00%,Whirlwind Whack,70,Flying,#189,10.00%,Solar Storm,70,Cosmic,#351,10.00%,Charm Beam,**,#336,15.00%,Brave Bird,***,#193,16.00%,Fly,#391,9.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E28A830E100000146
276,Psychodile,Psychic,Water,Psyshock Slam,100,Psychic,#202,18.00%,Dimensional Lazer,125,Cosmic,#396,20.00%,Psychic Surge,55,Psychic,#206,10.00%,Omega Steel Strike,85,Steel,#316,11.00%,Aqua Veil,***,#67,11.00%,Oceanic Domain,*****,#455,5.00%,Mirage,#383,10.00%,Miss,#1,25.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5A93D7D80000013D
277,Lunagon,Dragonling,,Tailwhip,50,Dragon,#270,7.00%,Whitefire,125,Dragon,#410,18.00%,Supernova,70,Dragon,#279,19.00%,Solar Storm,70,Cosmic,#351,15.00%,Blind,*****,#442,9.00%,Special Talent,****,#446,13.00%,Backflip,#378,5.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7179A8D90000013E
278,Darb,Dark,Rock,Mental Shockwave,100,Psychic,#201,19.00%,Obsidian Blast,100,Rock,#238,15.00%,Night Terror,70,Ghost,#261,11.00%,Obilivion Orb,70,Dark,#297,9.00%,Dark Cloud,*****,#444,9.00%,Special Talent,****,#446,14.00%,Block,#394,12.00%,Miss,#1,23.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E885F79DA0000013F
279,Enzone,Cosmic,Grass,Thorn Blizzard,120,Grass,#77,20.00%,Poison Spike,80,Poison,#424,7.00%,Aurora Blast,55,Cosmic,#350,10.00%,Solar Storm,70,Cosmic,#351,11.00%,Wonderland,****,#470,12.00%,Strong Winds,*****,#462,17.00%,Protect,#377,5.00%,Miss,#1,23.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9F454ADB00000140
280,Krakno,Water,,Demonic Deluge,100,Undead,#364,14.00%,Vortex Tsunami,125,Water,#399,18.00%,Torrential Tempest,70,Water,#63,10.00%,Psychic Surge,55,Psychic,#206,10.00%,Rapid Evolution,****,#464,8.00%,Total Darkness,*****,#468,13.00%,Mirage,#383,5.00%,Miss,#1,27.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB62B1BDC00000141
281,Aquanix,Ground,Water,Hydro Cannon,80,Water,#56,15.00%,Earthquake,100,Ground,#165,12.00%,Blaze Rush,40,Dragon,#277,8.00%,Infernal Explosion,85,Fire,#46,14.00%,Counter Attack,***,#449,14.00%,Special Talent,****,#446,18.00%,Protect,#377,5.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ECD10ECDD00000142
282,Pyrotorm,Fire,Ground,Fireball Storm,120,Fire,#42,16.00%,Ground Shatter,100,Ground,#166,10.00%,Dimensional Shredder,85,Dragon,#280,8.00%,Infernal Explosion,85,Fire,#46,8.00%,Hellfire,*****,#454,20.00%,Quicksand Sinkhole,*,#173,10.00%,Protect,#377,5.00%,Miss,#1,28.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE3F6BDDE00000143
283,Steelonix,Dark,Steel,Twilight Takedown,50,Dark,#288,10.00%,Metal Fang,100,Steel,#309,21.00%,Obilivion Orb,70,Dark,#297,20.00%,Close Combat,85,Fighting,#136,9.00%,Frighten,*,#299,11.00%,Iron Defense,**,#318,9.00%,Protect,#377,5.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6D59A3E400000149
284,Goblino,Normal,,Cheeky Pinch,50,Normal,#415,14.00%,Wild Rush,80,Normal,#15,10.00%,Malicious Pinch,70,Dark,#416,20.00%,Jet Strike,55,Normal,#26,11.00%,Disarm,*****,#441,17.00%,Confuse Ray,*,#29,15.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E843F74E50000014A
285,Tidelin,Water,,Cheeky Pinch,50,Normal,#415,14.00%,Tidal Wave,80,Water,#55,12.00%,Malicious Pinch,70,Dark,#416,20.00%,Water Whip,55,Water,#62,11.00%,Briny Blast,****,#68,20.00%,Confuse Ray,*,#29,9.00%,Protect,#377,5.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9B2545E60000014B
286,Pyrolin,Fire,,Cheeky Pinch,50,Normal,#415,14.00%,Magma Blast,80,Fire,#38,13.00%,Malicious Pinch,70,Dark,#416,20.00%,Searing Strike,55,Fire,#44,10.00%,Pheonix Fury,****,#50,19.00%,Confuse Ray,*,#29,10.00%,Protect,#377,5.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB20B16E70000014C
287,Thunderlin,Electric,,Cheeky Pinch,50,Normal,#415,14.00%,Zap Cannon,80,Electric,#91,12.00%,Malicious Pinch,70,Dark,#416,19.00%,Spark Shuriken,55,Electric,#98,11.00%,Disarm,*****,#441,19.00%,Confuse Ray,*,#29,9.00%,Protect,#377,5.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC8F0E7E80000014D
288,Leaflin,Grass,,Cheeky Pinch,50,Normal,#415,10.00%,Bramble Barrage,80,Grass,#73,10.00%,Malicious Pinch,70,Dark,#416,13.00%,Pollen Puff,55,Grass,#80,10.00%,Disarm,*****,#441,16.00%,Leaf Wrap,*****,#443,18.00%,Protect,#377,5.00%,Miss,#1,23.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EDFD6B8E90000014E
289,Horleaf,Grass,Ground,Bramble Barrage,80,Grass,#73,12.00%,Bump and Run,100,Normal,#20,27.00%,Chlorophyll Charge,85,Grass,#82,19.00%,Tremor Shake,70,Ground,#171,13.00%,Seed Scatter,***,#85,8.00%,Sand Pit Trap,***,#175,6.00%,Dodge,#376,5.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF6BC89EA0000014F
290,Taurleaf,Grass,Ground,Forest Fury,100,Grass,#76,21.00%,Death Charge,120,Normal,#23,21.00%,Fissure Quake,85,Ground,#172,11.00%,Geode Grenade,85,Rock,#244,14.00%,Iron Defense,**,#318,9.00%,Rock Shield,**,#246,8.00%,Burrow,#385,8.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0DA25AEB00000150
291,Serpentile,Poison,Grass,Venomous Bite,50,Poison,#144,11.00%,Poisonous Whirlwind,80,Poison,#146,18.00%,Noxious Eruption,85,Poison,#154,12.00%,Leaf Tornado,70,Grass,#81,17.00%,Leaf Wrap,*****,#443,11.00%,Toxic Wasteland,*****,#460,13.00%,Burrow,#385,5.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E24882BEC00000151
292,Cobrakong,Poison,Grass,Photosynthesis Flare,120,Grass,#78,16.00%,Venoshock,120,Poison,#150,10.00%,Tremor Shake,70,Ground,#171,15.00%,Chlorophyll Charge,85,Grass,#82,12.00%,Petal Dance,*,#83,18.00%,Venemous Vortex,****,#158,13.00%,Protect,#377,5.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3B6DFCED00000152
293,Emberquill,Fire,Flying,Inferno Blitz,80,Fire,#37,8.00%,Soaring Strike,80,Flying,#182,11.00%,Fire Power,75,Fire,#473,11.00%,Flutter Fury,70,Fairy,#333,23.00%,Molten Maelstrom,***,#49,14.00%,Brave Bird,***,#193,10.00%,Protect,#377,5.00%,Miss,#1,23.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5253CDEE00000153
294,Aerohawk,Fire,Fairy,Mystic Moonbeam,120,Fairy,#329,25.00%,Cosmic Ray Beam,100,Cosmic,#345,25.00%,Whirlwind Whack,70,Flying,#189,8.00%,Jet Strike,55,Normal,#26,5.00%,Special Talent,****,#446,6.00%,Charm Beam,**,#336,8.00%,Protect,#377,5.00%,Miss,#1,23.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E69399EEF00000154
295,Geocrab,Bug,Rock,Thorn Shot,80,Grass,#420,15.00%,X-Scissor Strike,100,Bug,#219,23.00%,Fossil Fury,55,Rock,#242,12.00%,Geode Grenade,85,Rock,#244,18.00%,Metamorphosis Madness,***,#229,14.00%,Ancient Power,***,#247,9.00%,Protect,#377,5.00%,Miss,#1,9.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E801F6FF000000155
296,Crabmancer,Bug,Rock,Titan Steel Tempest,120,Steel,#312,20.00%,Skeletal Strike,50,Undead,#360,10.00%,Bedrock Blast,70,Rock,#243,15.00%,Crawler Clobber,85,Bug,#226,21.00%,Metamorphosis Madness,***,#229,17.00%,Leech,*,#227,7.00%,Protect,#377,5.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E970540F100000156
297,Pupix,Dark,Normal,Dark Energy Blast,100,Dark,#291,20.00%,Tail Swipe,50,Normal,#9,9.00%,Cursed Cut,55,Ghost,#260,8.00%,Obilivion Orb,70,Dark,#297,27.00%,Demonic Dread,***,#301,10.00%,Confuse Ray,*,#29,15.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EADEB11F200000157
298,Foliageist,Fighting,Grass,Bramble Barrage,80,Grass,#73,14.00%,Iron Strike,100,Fighting,#130,20.00%,Close Combat,85,Fighting,#136,23.00%,Lunar Wave,40,Cosmic,#349,10.00%,Eclipse Edge,*,#353,7.00%,Root Rend,**,#84,15.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC4D0E2F300000158
299,Galaxizyme,Fighting,Grass,Thorn Blizzard,120,Grass,#77,22.00%,Submission Slam,120,Fighting,#132,20.00%,Smack Down,70,Fighting,#135,13.00%,Terra Tackle,40,Ground,#169,12.00%,Scale Armour,**,#282,9.00%,Iron Defense,**,#318,6.00%,Protect,#377,5.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EDBB6B3F400000159
300,Galagon,Cosmic,Dragon,Dimensional Lazer,125,Cosmic,#396,14.00%,Black Hole Implosion,120,Cosmic,#347,18.00%,Obilivion Orb,70,Dark,#297,20.00%,Hailstorm Fury,70,Ice,#117,16.00%,Dragon's Roar,***,#283,9.00%,Dragonfire Cloak,****,#467,7.00%,Mirage,#383,5.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF29C84F50000015A
301,Prismafly,Bug,Ground,Mandible Maul,120,Bug,#221,12.00%,Aerial Assault,80,Flying,#181,13.00%,Tremor Shake,70,Ground,#171,14.00%,Snuggle Tackle,70,Normal,#27,9.00%,Sandstorm Shield,****,#176,18.00%,Metallic Harden,***,#319,14.00%,Burrow,#385,8.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E098255F60000015B
302,Zeode,Bug,Ground,Serrated Slash,80,Bug,#217,21.00%,Mandible Maul,120,Bug,#221,26.00%,Flutter Fury,70,Fairy,#333,12.00%,Searing Strike,55,Fire,#44,16.00%,Metamorphosis Madness,***,#229,10.00%,Draining Kiss,***,#337,5.00%,Protect,#377,5.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E206826F70000015C
303,Crakead,Ground,Rock,Last Resort,120,Normal,#24,25.00%,Dream Eater,120,Psychic,#203,18.00%,Crawler Clobber,85,Bug,#226,12.00%,Decay Dive,55,Undead,#368,10.00%,Deathly Curse,**,#372,10.00%,Rock Shield,**,#246,11.00%,Acrobatics,#393,10.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E374DF7F80000015D
304,Sectibush,Grass,Bug,Waterfall Charge,100,Water,#57,21.00%,Solar Beam,100,Grass,#75,20.00%,Snuggle Tackle,70,Normal,#27,17.00%,Bedrock Blast,70,Rock,#243,12.00%,Ancient Power,***,#247,13.00%,Root Rend,**,#84,5.00%,Protect,#377,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E4E33C8F90000015E
305,Multisect,Ground,Bug,Subzero Slash,100,Ice,#112,18.00%,Solar Beam,100,Grass,#75,19.00%,Chrysalid Charge,70,Bug,#225,16.00%,Torrential Tempest,70,Water,#63,13.00%,Awaken,****,#447,8.00%,Infestation,****,#230,8.00%,Protect,#377,5.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E651999FA0000015F
306,Liznyx,Rock,Poison,Obsidian Blast,100,Rock,#238,18.00%,Ground Shatter,100,Ground,#166,19.00%,Venom Pounce,70,Poison,#153,18.00%,Noxious Eruption,85,Poison,#154,20.00%,Acid Rain,***,#157,5.00%,Counter Attack,***,#449,10.00%,Protect,#377,5.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7BFF6AFB00000160
307,Rockrug,Rock,,Rock Shot,80,Rock,#429,10.00%,Ground Fissure,80,Ground,#425,8.00%,Rock Power,75,Rock,#479,18.00%,Poison Strike,75,Poison,#489,17.00%,Acid Rain,***,#157,16.00%,Quarry Coffin,****,#248,19.00%,Protect,#377,6.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E92E53BFC00000161
