#,Zerpmon,Types,,White Move #1,Dmg,Type,ID,%,White Move #2,Dmg,Type,ID,%,Gold Move #1,Dmg,Type,ID,%,Gold Move #2,Dmg,Type,ID,%,Purple Move #1,Stars,ID,%,Purple Move #2,Stars,ID,%,Blue Move,ID,%,Miss,ID,%,NFToken ID
338,Astrazorb,Cosmic,Electric,Portal Slam,80,Cosmic,#344,18.00%,Electro Storm,100,Electric,#93,14.00%,Electro Ball,70,Electric,#99,29.00%,Aurora Blast,55,Cosmic,#350,16.00%,Cosmic Radiation,***,#355,5.00%,Thunderous Roar,***,#103,6.00%,,,,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E58B98B1B00000180
339,Starpulse,Cosmic,Electric,Dimensional Lazer,125,Cosmic,#396,16.00%,Thunder Strike,50,Electric,#89,12.00%,Solar Storm,70,Cosmic,#351,8.00%,Aura Sphere Blast,70,Psychic,#207,10.00%,Shockwave Shield,****,#104,11.00%,Cosmic Radiation,***,#355,11.00%,Mirage,#383,12.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6F9F5C1C00000181
340,Porrowing,Flying,,Wing Slash,50,Flying,#180,8.00%,Aerial Assault,80,Flying,#181,19.00%,Cyclone Kick,55,Flying,#188,9.00%,Dive Tackle,40,Flying,#187,7.00%,Feathered Fling,****,#194,24.00%,Strong Winds,*****,#462,9.00%,,,,Miss,#1,24.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E86852D1D00000182
341,Pulclaw,Flying,Psychic,Psybeam Burst,50,Psychic,#197,14.00%,Aerial Assault,80,Flying,#181,17.00%,Talon Tornado,85,Flying,#190,24.00%,Aura Sphere Blast,70,Psychic,#207,10.00%,Thought Scramble,****,#212,12.00%,Tailwind Boost,**,#192,11.00%,,,,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9D6AFE1E00000183
342,Lunarawk,Flying,Dark,Aeroblast,120,Flying,#186,19.00%,Dark Void Vortex,100,Dark,#292,15.00%,Whirlwind Whack,70,Flying,#189,9.00%,Obilivion Orb,70,Dark,#297,10.00%,Strong Winds,*****,#462,7.00%,Brave Bird,***,#193,10.00%,,,,Miss,#1,30.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB450CF1F00000184
343,Noctail,Grass,,Roots Below,125,Grass,#400,20.00%,Foliage Frenzy,50,Grass,#72,8.00%,Blossom Blast,40,Grass,#79,9.00%,Pollen Puff,55,Grass,#80,10.00%,Floral Fusion,****,#86,22.00%,Dark Cloud,*****,#444,14.00%,,,,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ECB36A02000000185
344,Wolforrest,Dark,Grass,Solar Beam,100,Grass,#75,18.00%,Midnight Maul,80,Dark,#289,15.00%,Obilivion Orb,70,Dark,#297,12.00%,Chlorophyll Charge,85,Grass,#82,21.00%,Dark Whispers,**,#300,14.00%,Floral Fusion,****,#86,10.00%,,,0.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE21C712100000186
345,Giganoc,Dark,Grass,Darkness Plunge,125,Dark,#411,20.00%,Dark Energy Blast,100,Dark,#291,25.00%,Leaf Tornado,70,Grass,#81,7.00%,Eternal Nightfall,85,Dark,#298,5.00%,Frighten,*,#299,7.00%,Seed Scatter,***,#85,13.00%,Detect,#390,11.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF902422200000187
346,Zardchar,Dragonling,Fire,Fire Ball,80,Fire,#418,12.00%,Whitefire,125,Dragon,#410,15.00%,Searing Strike,55,Fire,#44,12.00%,Infernal Explosion,85,Fire,#46,13.00%,Burn Up,**,#48,12.00%,Awaken,****,#447,8.00%,Counter,#389,11.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0FE8132300000188
347,Kooked,Undead,,Scratch,30,Normal,#4,6.00%,Tombstone Tremor,80,Undead,#362,14.00%,Ghoulish Grab,40,Undead,#367,12.00%,Deathly Dismemberment,85,Undead,#370,23.00%,Deathly Curse,**,#372,7.00%,Death's Dominion,****,#374,14.00%,Protect,#377,9.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E26CDE42400000189
348,Kreeped,Ground,Undead,Sandstorm Fury,80,Ground,#164,9.00%,Necrotic Nova,120,Undead,#365,6.00%,Talon Tornado,85,Flying,#190,18.00%,Deathly Dismemberment,85,Undead,#370,18.00%,Necromancer's Grasp,***,#373,11.00%,Death's Dominion,****,#374,8.00%,,,,Miss,#1,30.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3DB3B5250000018A
349,Pyrate,Fire,Undead,Fire Ball,80,Fire,#418,17.00%,Undead Wail,50,Undead,#359,9.00%,Flame Whirlwind,70,Fire,#45,18.00%,Talon Tornado,85,Flying,#190,5.00%,Pheonix Fury,****,#50,7.00%,Hellfire,*****,#454,17.00%,,,,Miss,#1,27.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E549986260000018B
350,Forrase,Grass,Undead,Photosynthesis Flare,120,Grass,#78,14.00%,Nightshade Strike,100,Undead,#363,22.00%,Leaf Tornado,70,Grass,#81,16.00%,Noxious Eruption,85,Poison,#154,15.00%,Deathly Curse,**,#372,9.00%,Death's Dominion,****,#374,7.00%,,,,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6B7F57270000018C
351,Aquake,Water,Undead,Vortex Tsunami,125,Water,#399,18.00%,Corpse Explosion,80,Undead,#361,16.00%,Wraith Whip,70,Undead,#369,15.00%,Extreme Speed,85,Normal,#28,14.00%,Aqua Veil,***,#67,7.00%,Bubble Barrier,**,#66,9.00%,,,,Miss,#1,21.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E826528280000018D
352,Cosmeow,Cosmic,,Starry Nightfall,100,Cosmic,#346,10.00%,Starlight Burst,80,Cosmic,#435,15.00%,Snuggle Tackle,70,Normal,#27,19.00%,Psychic Surge,55,Psychic,#206,10.00%,Taunt and Tease,****,#32,15.00%,Cosmic Radiation,***,#355,10.00%,,,,Miss,#1,21.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E994AF9290000018E
353,Purrfade,Cosmic,Dark,Black Hole Implosion,120,Cosmic,#347,15.00%,Dark Void Vortex,100,Dark,#292,12.00%,Solar Storm,70,Cosmic,#351,14.00%,Snuggle Tackle,70,Normal,#27,16.00%,Cosmic Radiation,***,#355,8.00%,Aurora Borealis,****,#356,6.00%,Illusion,#392,5.00%,Miss,#1,24.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB030CA2A0000018F
354,Ghoulice,Ice,Undead,Hail Scatter,80,Ice,#422,17.00%,Frozen Tundra,125,Ice,#402,6.00%,Wraith Whip,70,Undead,#369,14.00%,Hailstorm Fury,70,Ice,#117,16.00%,Freeze Ray,**,#120,10.00%,Blizzard Cataclysm,****,#122,14.00%,Block,#394,9.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC7169B2B00000190
355,Cruelice,Ice,Undead,Frozen Tundra,125,Ice,#402,11.00%,Giga Slam,100,Normal,#21,15.00%,Hailstorm Fury,70,Ice,#117,18.00%,Wraith Whip,70,Undead,#369,18.00%,Necromancer's Grasp,***,#373,17.00%,Icy Wind,*,#119,10.00%,,,,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EDDFC6C2C00000191
356,Icelord,Ice,Undead,Frozen Tundra,125,Ice,#402,18.00%,Banshee Blast,120,Ghost,#257,14.00%,Ghoulish Grab,40,Undead,#367,19.00%,Deathly Dismemberment,85,Undead,#370,15.00%,Death's Dominion,****,#374,10.00%,Icy Wind,*,#119,7.00%,,,,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF4E23D2D00000192
357,Racoom,Fighting,Steel,Flurry of Blows,90,Normal,#18,14.00%,Alloy Smash,80,Steel,#433,18.00%,Low Sweep,40,Fighting,#133,7.00%,Close Combat,85,Fighting,#136,13.00%,Disarm,*****,#441,11.00%,Metallic Harden,***,#319,12.00%,,,,Miss,#1,25.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA3D0BB4B000001B0
358,Bearom,Fighting,Steel,Titan Steel Tempest,120,Steel,#312,9.00%,Absolute Iron,125,Steel,#412,15.00%,Bolt Blade,70,Steel,#315,17.00%,Whirlwind Whack,70,Flying,#189,11.00%,Spirit Boost,*,#137,12.00%,Iron Defense,**,#318,16.00%,Fly,#391,7.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EBAB68C4C000001B1
359,Spyde,Bug,Steel,Absolute Iron,125,Steel,#412,17.00%,Death Charge,120,Normal,#23,10.00%,Steel Swipe,55,Steel,#314,14.00%,Omega Steel Strike,85,Steel,#316,15.00%,Steel Plague,****,#320,12.00%,Rust,*,#317,6.00%,,,,Miss,#1,26.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED19C5D4D000001B2
360,Hydrogon,Dragon,Water,Vortex Tsunami,125,Water,#399,22.00%,Fire Ball,80,Fire,#418,15.00%,Bedrock Blast,70,Rock,#243,15.00%,Crystal Crush,85,Ice,#118,18.00%,Seafoam Shield,*,#65,5.00%,Aqua Veil,***,#67,9.00%,Dive,#387,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE8822E4E000001B3
361,Prismi,Rock,Steel,Iron Headbutt,30,Steel,#303,12.00%,Gemstone Missile,80,Rock,#235,13.00%,Psychic Surge,55,Psychic,#206,16.00%,Steel Swipe,55,Steel,#314,10.00%,Pressure Point,*****,#440,20.00%,Iron Defense,**,#318,18.00%,,,,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EFF67FF4F000001B4
362,Geoday,Rock,Steel,Zen Headbutt,80,Psychic,#200,15.00%,Meteor Rush,120,Rock,#239,14.00%,Geode Grenade,85,Rock,#244,13.00%,Steel Swipe,55,Steel,#314,6.00%,Metallic Harden,***,#319,13.00%,Awaken,****,#447,11.00%,,,,Miss,#1,28.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E164DD050000001B5
363,Geopsych,Psychic,Steel,Absolute Iron,125,Steel,#412,18.00%,Rock Shot,80,Rock,#429,9.00%,Telepathic Tempest,85,Psychic,#208,13.00%,Shockwave Smash,85,Electric,#100,10.00%,Impenetrable Armour,****,#465,12.00%,Rust,*,#317,8.00%,Detect,#390,5.00%,Miss,#1,25.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E2D33A151000001B6
364,Toxo,Ground,Poison,Venoshock,120,Poison,#150,12.00%,Sludge Bomb,50,Poison,#143,6.00%,Terra Tackle,40,Ground,#169,13.00%,Tremor Shake,70,Ground,#171,19.00%,Acid Rain,***,#157,12.00%,Disarm,*****,#441,13.00%,Burrow,#385,6.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E44197252000001B7
365,Rootox,Ground,Poison,Death Charge,120,Normal,#23,12.00%,Poisonous Whirlwind,80,Poison,#146,10.00%,Fissure Quake,85,Ground,#172,7.00%,Fossil Fury,55,Rock,#242,12.00%,Ancient Power,***,#247,14.00%,Toxic Wasteland,*****,#460,18.00%,,,,Miss,#1,27.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5AFF4353000001B8
366,Sapheetle,Bug,Cosmic,Swarm,30,Bug,#214,5.00%,Starlight Burst,80,Cosmic,#435,23.00%,Chrysalid Charge,70,Bug,#225,19.00%,Spark Shuriken,55,Electric,#98,8.00%,Space Time Warp,**,#354,10.00%,Blind,*****,#442,18.00%,,,,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E71E51454000001B9
367,Gemfly,Bug,Fairy,Sparkle Burst,80,Fairy,#434,16.00%,Bug Bite,30,Bug,#213,10.00%,Flutter Fury,70,Fairy,#333,16.00%,Heavenly Hurricane,85,Fairy,#334,8.00%,Wonderland,****,#470,10.00%,Rapid Evolution,****,#464,10.00%,Fly,#391,13.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E88CAE555000001BA
368,Leoleaf,Electric,Grass,Grass Whirlwind,50,Grass,#71,19.00%,Electric Whip,80,Electric,#92,21.00%,Zap Kick,40,Electric,#97,10.00%,Chlorophyll Charge,85,Grass,#82,16.00%,Sacred Garden,*****,#456,10.00%,Leaf Wrap,*****,#443,12.00%,,,,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9FB0B656000001BB
369,Staticat,Electric,Grass,Voltage Overload,125,Electric,#401,18.00%,Arc Lightning,80,Electric,#421,15.00%,Extreme Speed,85,Normal,#28,11.00%,Chlorophyll Charge,85,Grass,#82,22.00%,Thunderous Roar,***,#103,8.00%,Counter Attack,***,#449,8.00%,,,,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB6968757000001BC
370,Pridevolt,Electric,Grass,Death Charge,120,Normal,#23,18.00%,Thunderbolt Blitz,120,Electric,#96,20.00%,Electro Ball,70,Electric,#99,6.00%,Leaf Tornado,70,Grass,#81,7.00%,Floral Fusion,****,#86,11.00%,Awaken,****,#447,12.00%,,,,Miss,#1,26.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ECD7C5858000001BD
371,Poni,Fairy,Normal,Head Kick,70,Normal,#13,16.00%,Twinkle Tackle,80,Fairy,#325,17.00%,Pixie Power,40,Fairy,#331,11.00%,Psychic Surge,55,Psychic,#206,18.00%,Special Talent,****,#446,17.00%,Soothing Voice,***,#452,8.00%,,,,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE4622959000001BE
372,Pegasuasia,Fairy,Normal,Piercing Sparkle,125,Fairy,#413,15.00%,Arc Lightning,80,Electric,#421,14.00%,Extreme Speed,85,Normal,#28,11.00%,Heavenly Hurricane,85,Fairy,#334,12.00%,Shimmering Symphony,****,#338,7.00%,Blinding Light,**,#451,8.00%,Leap,#380,5.00%,Miss,#1,28.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EFB47FA5A000001BF
373,Shadoni,Dark,Fairy,Head Kick,70,Normal,#13,15.00%,Twilight Takedown,50,Dark,#288,11.00%,Obilivion Orb,70,Dark,#297,19.00%,Flutter Fury,70,Fairy,#333,22.00%,Charm Beam,**,#336,13.00%,Wonderland,****,#470,9.00%,,,,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E122DCB5B000001C0
374,Shadowmare,Dark,Fairy,Piercing Sparkle,125,Fairy,#413,13.00%,Voltage Overload,125,Electric,#401,12.00%,Electro Ball,70,Electric,#99,12.00%,Obilivion Orb,70,Dark,#297,15.00%,Dark Whispers,**,#300,8.00%,Total Darkness,*****,#468,10.00%,,,,Miss,#1,30.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E29139C5C000001C1
375,Floroni,Grass,Fairy,Head Kick,70,Normal,#13,16.00%,Thorn Shot,80,Grass,#420,16.00%,Heavenly Hurricane,85,Fairy,#334,10.00%,Fairy Strike,55,Fairy,#332,12.00%,Shimmering Symphony,****,#338,16.00%,Sacred Garden,*****,#456,10.00%,,,,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3FF96D5D000001C2
376,Blossomare,Grass,Fairy,Piercing Sparkle,125,Fairy,#413,18.00%,Photosynthesis Flare,120,Grass,#78,15.00%,Leaf Tornado,70,Grass,#81,13.00%,Heavenly Hurricane,85,Fairy,#334,10.00%,Lullaby,**,#30,13.00%,Wonderland,****,#470,7.00%,,,,Miss,#1,24.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E56DF3E5E000001C3
377,Amethysk,Psychic,Rock,Rock Shot,80,Rock,#429,15.00%,Psychic Blast,30,Psychic,#195,9.00%,Aura Sphere Blast,70,Psychic,#207,18.00%,Bedrock Blast,70,Rock,#243,10.00%,Special Talent,****,#446,20.00%,Impenetrable Armour,****,#465,15.00%,,,,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6DC50F5F000001C4
378,Minnerysk,Psychic,Rock,Death Hug,125,Normal,#397,15.00%,Mental Shockwave,100,Psychic,#201,14.00%,Smack Down,70,Fighting,#135,17.00%,Fissure Quake,85,Ground,#172,18.00%,Gravel Grind,*,#245,10.00%,Ancient Power,***,#247,16.00%,,,,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E84AAE060000001C5
379,Geostein,Psychic,Rock,Meteor Rush,120,Rock,#239,18.00%,Hyperspace Punch,120,Psychic,#204,16.00%,Aurora Blast,55,Cosmic,#350,11.00%,Interstellar Impact,85,Cosmic,#352,25.00%,Eclipse Edge,*,#353,8.00%,Blinding Light,**,#451,11.00%,,,,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9B90B161000001C6
380,Alloymi,Electric,Steel,Spark Discharge,30,Electric,#87,8.00%,Magnet Mayhem,120,Electric,#95,14.00%,Terra Tackle,40,Ground,#169,13.00%,Geode Grenade,85,Rock,#244,15.00%,Metallic Harden,***,#319,12.00%,Lucky Comet,****,#471,9.00%,Withdraw,#379,6.00%,Miss,#1,23.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB2768262000001C7
381,Mechazap,Electric,Steel,Death Hug,125,Normal,#397,18.00%,Thunderclap Crash,100,Electric,#94,14.00%,Bolt Blade,70,Steel,#315,12.00%,Rock Throw,40,Rock,#241,10.00%,Overdrive,*****,#469,10.00%,Counter Attack,***,#449,6.00%,,,,Miss,#1,30.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC95C5363000001C8
382,Gigashoc,Electric,Rock,Cataclysm,125,Ground,#404,20.00%,Arc Lightning,80,Electric,#421,16.00%,Bedrock Blast,70,Rock,#243,11.00%,Smack Down,70,Fighting,#135,14.00%,Impenetrable Armour,****,#465,10.00%,Rock Shield,**,#246,9.00%,,,,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE0422464000001C9
383,Batzu,Flying,Poison,Venomous Bite,50,Poison,#144,17.00%,Poisonous Whirlwind,80,Poison,#146,21.00%,Whirlwind Whack,70,Flying,#189,17.00%,Ghoulish Grab,40,Undead,#367,11.00%,Strong Winds,*****,#462,8.00%,Dark Cloud,*****,#444,11.00%,,,,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF727F565000001CA
384,Vampzu,Flying,Poison,Gale Force Barrage,125,Flying,#405,12.00%,Ice Fang,50,Ice,#108,8.00%,Venom Pounce,70,Poison,#153,17.00%,Talon Tornado,85,Flying,#190,12.00%,Dark Cloud,*****,#444,7.00%,Deafening Scream,***,#453,17.00%,,,,Miss,#1,27.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0E0DC666000001CB
385,Dracoshim,Dragonling,Fairy,Sparkle Burst,80,Fairy,#434,19.00%,Sparkle Wave,50,Fairy,#324,12.00%,Dive Tackle,40,Flying,#187,10.00%,Supernova,70,Dragon,#279,19.00%,Scale Armour,**,#282,15.00%,Special Talent,****,#446,15.00%,,,,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E24F39767000001CC
386,Ponda,Grass,Normal,Clap Slap,45,Normal,#8,11.00%,Water Gun,50,Water,#53,11.00%,Pollen Puff,55,Grass,#80,12.00%,Grass Power,75,Grass,#475,21.00%,Lucky Comet,****,#471,20.00%,Taunt and Tease,****,#32,13.00%,,,,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3BD96868000001CD
387,Pantactic,Grass,Normal,Spinning Backfist,50,Fighting,#125,19.00%,Bump and Run,100,Normal,#20,18.00%,Grass Power,75,Grass,#475,14.00%,Steel Swipe,55,Steel,#314,13.00%,Sacred Garden,*****,#456,16.00%,Soothing Voice,***,#452,6.00%,,,,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E52BF3969000001CE
388,Panchief,Fighting,Grass,Fatal Sneak Attack,125,Fighting,#395,13.00%,Death Hug,125,Normal,#397,21.00%,Fighting Punch,75,Fighting,#481,14.00%,Chlorophyll Charge,85,Grass,#82,18.00%,Petal Dance,*,#83,9.00%,Courageous Roar,**,#138,12.00%,,,,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E69A50A6A000001CF
389,Jeturt,Steel,Water,Hydro Cannon,80,Water,#56,12.00%,Metallic Rush,80,Steel,#308,13.00%,Alloy Attack,40,Steel,#313,20.00%,Torrential Tempest,70,Water,#63,12.00%,Briny Blast,****,#68,17.00%,Iron Defense,**,#318,6.00%,Dodge,#376,8.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E808ADB6B000001D0
390,Submashell,Steel,Water,Whirlpool Vortex,120,Water,#60,9.00%,Metal Crush,50,Steel,#305,14.00%,Omega Steel Strike,85,Steel,#316,22.00%,Drenching Downpour,85,Water,#64,17.00%,Seafoam Shield,*,#65,6.00%,Bubble Barrier,**,#66,7.00%,Dive,#387,5.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9770AC6C000001D1
391,Dropecko,Grass,Water,Water Gun,50,Water,#53,11.00%,Grass Whirlwind,50,Grass,#71,9.00%,Rain Dance Rush,40,Water,#61,11.00%,Leaf Tornado,70,Grass,#81,15.00%,Oceanic Domain,*****,#455,19.00%,Leaf Wrap,*****,#443,12.00%,Evade,#375,5.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EAE567D6D000001D2
392,Iguanite,Fire,Grass,Fire Ball,80,Fire,#418,20.00%,Aqua Shot,80,Water,#419,16.00%,Fire Power,75,Fire,#473,11.00%,Extreme Speed,85,Normal,#28,16.00%,Screech,***,#31,12.00%,Taunt and Tease,****,#32,7.00%,Detect,#390,7.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC53C4E6E000001D3
393,Keeclaw,Fire,,Flame Charge,50,Fire,#36,14.00%,Shadow Assault,80,Dark,#432,17.00%,Steel Swipe,55,Steel,#314,15.00%,Flame Whirlwind,70,Fire,#45,18.00%,Burn Up,**,#48,11.00%,Hellfire,*****,#454,14.00%,,,,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EDC221F6F000001D4
394,Magmaw,Fire,Steel,Fire Ball,80,Fire,#418,16.00%,Metallic Rush,80,Steel,#308,13.00%,Obilivion Orb,70,Dark,#297,19.00%,Omega Steel Strike,85,Steel,#316,20.00%,Iron Defense,**,#318,9.00%,Knacker,**,#450,5.00%,,,,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF307F070000001D5
395,Squig,Cosmic,Flying,Dimensional Lazer,125,Cosmic,#396,18.00%,Electro Storm,100,Electric,#93,20.00%,Solar Storm,70,Cosmic,#351,15.00%,Flame Whirlwind,70,Fire,#45,12.00%,Eclipse Edge,*,#353,15.00%,Space Time Warp,**,#354,8.00%,,,,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E09EDC171000001D6
396,Nubble,Bug,Rock,Shale Shatter,50,Rock,#233,8.00%,Water Gun,50,Water,#53,7.00%,Crawler Clobber,85,Bug,#226,28.00%,Bug Strike,75,Bug,#491,12.00%,Knacker,**,#450,13.00%,Special Talent,****,#446,20.00%,,,,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E20D39272000001D7
397,Shelli,Bug,Rock,Aqua Shot,80,Water,#419,19.00%,Rapid Sting,80,Bug,#428,20.00%,Bug Strike,75,Bug,#491,14.00%,Geode Grenade,85,Rock,#244,20.00%,Ancient Power,***,#247,7.00%,Metamorphosis Madness,***,#229,10.00%,,,,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E37B96373000001D8
398,Faepup,Normal,,Ice Fang,50,Ice,#108,7.00%,Wild Rush,80,Normal,#15,19.00%,Extreme Speed,85,Normal,#28,15.00%,Zap Kick,40,Electric,#97,7.00%,Taunt and Tease,****,#32,10.00%,Blind,*****,#442,15.00%,,,,Miss,#1,27.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E4E9F3474000001D9
399,Ruffy,Fairy,,Jaw Crush,85,Normal,#16,17.00%,Twinkle Tackle,80,Fairy,#325,20.00%,Snuggle Tackle,70,Normal,#27,12.00%,Smack Down,70,Fighting,#135,15.00%,Charm Beam,**,#336,6.00%,Special Talent,****,#446,10.00%,Evade,#375,4.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E65850575000001DA
400,Empyrigon,Dragon,Fairy,Whitefire,125,Dragon,#410,18.00%,Dragonic Dive,80,Dragon,#431,15.00%,Heavenly Hurricane,85,Fairy,#334,25.00%,Fairy Strike,55,Fairy,#332,8.00%,Special Talent,****,#446,11.00%,Blinding Light,**,#451,7.00%,,,,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7C6AD676000001DB
401,Beaky,Flying,Steel,Metallic Rush,80,Steel,#308,12.00%,Dive Bomb,100,Flying,#184,5.00%,Talon Tornado,85,Flying,#190,22.00%,Jet Strike,55,Normal,#26,7.00%,Brave Bird,***,#193,10.00%,Pressure Point,*****,#440,10.00%,,,,Miss,#1,34.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9350A777000001DC
402,Alloywing,Flying,Steel,Gale Force Barrage,125,Flying,#405,19.00%,Absolute Iron,125,Steel,#412,12.00%,Alloy Attack,40,Steel,#313,17.00%,Extreme Speed,85,Normal,#28,13.00%,Confuse Ray,*,#29,8.00%,Roost,*,#191,8.00%,Fly,#391,9.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EAA367878000001DD
403,Hulud,Ground,,Ground Shatter,100,Ground,#166,21.00%,Meteoric Impact,125,Rock,#408,20.00%,Fossil Fury,55,Rock,#242,9.00%,Digging Strike,55,Ground,#170,12.00%,Quicksand Sinkhole,*,#173,10.00%,Sand Pit Trap,***,#175,10.00%,Burrow,#385,7.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC11C4979000001DE
404,Mung,Grass,,Vine Whip,30,Grass,#69,8.00%,Seed Bomb,80,Grass,#74,15.00%,Quick Attack,40,Normal,#25,7.00%,Cosmic Power,75,Cosmic,#480,19.00%,Special Talent,****,#446,19.00%,Sacred Garden,*****,#456,14.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED8021A7A000001DF
405,Cosmung,Cosmic,Grass,Solar Beam,100,Grass,#75,18.00%,Plasma Burst,50,Electric,#90,13.00%,Aurora Blast,55,Cosmic,#350,15.00%,Leaf Tornado,70,Grass,#81,18.00%,Floral Fusion,****,#86,11.00%,Special Talent,****,#446,14.00%,,,,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EEEE7EB7B000001E0
406,Drasilygg,Cosmic,Grass,Reality Bend,125,Psychic,#406,22.00%,Starlight Burst,80,Cosmic,#435,10.00%,Leaf Tornado,70,Grass,#81,22.00%,Lunar Wave,40,Cosmic,#349,11.00%,Floral Fusion,****,#86,12.00%,Petal Dance,*,#83,6.00%,Counter,#389,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E05CDBC7C000001E1
