#,Zerpmon,Types,,White Move #1,Dmg,Type,ID,%,White Move #2,Dmg,Type,ID,%,Gold Move #1,Dmg,Type,ID,%,Gold Move #2,Dmg,Type,ID,%,Purple Move #1,Stars,ID,%,Purple Move #2,Stars,ID,%,Blue Move,ID,%,Miss,ID,%
305,Multisect,Ground,Bug,Subzero Slash,100,Ice,#112,18.00%,Solar Beam,100,Grass,#75,19.00%,Chrysalid Charge,70,Bug,#225,16.00%,Torrential Tempest,70,Water,#63,13.00%,Awaken,****,#447,8.00%,Infestation,****,#230,8.00%,Protect,#377,10.00%,Miss,#1,18.00%
306,Liznyx,Rock,Poison,Obsidian Blast,100,Rock,#238,18.00%,Ground Shatter,100,Ground,#166,19.00%,Venom Pounce,70,Poison,#153,18.00%,Noxious Eruption,85,Poison,#154,20.00%,Acid Rain,***,#157,5.00%,Counter Attack,***,#449,10.00%,Protect,#377,12.00%,Miss,#1,10.00%
307,Rockrug,Rock,,Rock Shot,80,Rock,#429,10.00%,Metallic Rush,80,Steel,#308,8.00%,Rock Power,75,Rock,#479,18.00%,Poison Strike,75,Poison,#489,17.00%,Acid Rain,***,#157,16.00%,Quarry Coffin,****,#248,18.00%,Protect,#377,11.00%,Miss,#1,13.00%
308,Rockore,Rock,Flying,Rocky Rampage,100,Rock,#237,21.00%,Metal Fang,100,Steel,#309,10.00%,Searing Strike,55,Fire,#44,13.00%,Whirlwind Whack,70,Flying,#189,24.00%,Brave Bird,***,#193,11.00%,Roost,*,#191,5.00%,Fly,#391,11.00%,Miss,#1,16.00%
309,Boocho,Ghost,Normal,Spectral Beam,50,Ghost,#252,10.00%,Wild Rush,80,Normal,#15,15.00%,Night Terror,70,Ghost,#261,19.00%,Ghostly Guillotine,85,Ghost,#262,22.00%,Soul Drain,***,#265,12.00%,Telekinetic Shield,**,#210,8.00%,Burrow,#385,14.00%,Miss,#1,14.00%
310,Boochi,Ghost,Normal,Spectral Beam,50,Ghost,#252,9.00%,Wild Rush,80,Normal,#15,15.00%,Night Terror,70,Ghost,#261,11.00%,Ghostly Guillotine,85,Ghost,#262,10.00%,Disarm,*****,#441,9.00%,Special Talent,****,#446,19.00%,Burrow,#385,12.00%,Miss,#1,27.00%
311,King Cho,Ghost,Normal,Phantom Abyss,125,Ghost,#409,18.00%,Tail Swipe,50,Normal,#9,11.00%,Extreme Speed,85,Normal,#28,17.00%,Night Terror,70,Ghost,#261,15.00%,Ghostly Possession,****,#266,7.00%,Disarm,*****,#441,6.00%,Protect,#377,12.00%,Miss,#1,26.00%
312,Queen Chi,Ghost,Normal,Phantom Abyss,125,Ghost,#409,15.00%,Tail Swipe,50,Normal,#9,12.00%,Extreme Speed,85,Normal,#28,18.00%,Night Terror,70,Ghost,#261,16.00%,Ghostly Possession,****,#266,8.00%,Disarm,*****,#441,6.00%,Protect,#377,11.00%,Miss,#1,25.00%
313,Pyrocore,Fire,Ground,Fireball Storm,120,Fire,#42,15.00%,Sand Whip,80,Ground,#163,18.00%,Rock Throw,40,Rock,#241,17.00%,Tremor Shake,70,Ground,#171,14.00%,Dust Devil,**,#174,12.00%,Sand Pit Trap,***,#175,10.00%,Protect,#377,14.00%,Miss,#1,14.00%
314,Krag,Fire,Ground,Napalm,125,Fire,#398,19.00%,Obsidian Blast,100,Rock,#238,11.00%,Zap Kick,40,Electric,#97,17.00%,Geode Grenade,85,Rock,#244,17.00%,Burn Up,**,#48,10.00%,Burn Up,**,#48,7.00%,Protect,#377,10.00%,Miss,#1,19.00%
315,Temporisle,Grass,Water,Waterfall Charge,100,Water,#57,22.00%,Thorn Shot,80,Grass,#420,16.00%,Torrential Tempest,70,Water,#63,14.00%,Leaf Tornado,70,Grass,#81,15.00%,Seed Scatter,***,#85,11.00%,Seafoam Shield,*,#65,10.00%,Protect,#377,15.00%,Miss,#1,12.00%
316,Swampisle,Grass,Water,Solar Beam,100,Grass,#75,18.00%,Vortex Tsunami,125,Water,#399,21.00%,Artic Chill,55,Ice,#116,13.00%,Drenching Downpour,85,Water,#64,13.00%,Aqua Veil,***,#67,8.00%,Leaf Wrap,*****,#443,4.00%,Protect,#377,10.00%,Miss,#1,23.00%
317,Tempestsong,Grass,Flying,Sparkle Burst,80,Fairy,#434,14.00%,Thorn Shot,80,Grass,#420,14.00%,Talon Tornado,85,Flying,#190,19.00%,Extreme Speed,85,Normal,#28,15.00%,Floral Fusion,****,#86,10.00%,Petal Dance,*,#83,6.00%,Fly,#391,16.00%,Miss,#1,22.00%
318,Flutterfang,Poison,Flying,Sparkle Burst,80,Fairy,#434,21.00%,Poison Spike,80,Poison,#424,13.00%,Talon Tornado,85,Flying,#190,14.00%,Extreme Speed,85,Normal,#28,15.00%,Venemous Vortex,****,#158,10.00%,Toxic Touch,*,#155,6.00%,Fly,#391,16.00%,Miss,#1,21.00%
319,Electroquill,Electric,Flying,Sparkle Burst,80,Fairy,#434,10.00%,Arc Lightning,80,Electric,#421,17.00%,Talon Tornado,85,Flying,#190,15.00%,Extreme Speed,85,Normal,#28,14.00%,Shockwave Shield,****,#104,11.00%,Surge Shield,*,#101,12.00%,Fly,#391,17.00%,Miss,#1,21.00%
320,Noctoragon,Ghost,Dragon,Phantom Abyss,125,Ghost,#409,14.00%,Mega Blast,110,Normal,#22,14.00%,Dimensional Shredder,85,Dragon,#280,21.00%,Deathly Dismemberment,85,Undead,#370,15.00%,Dragon's Roar,***,#283,11.00%,Soul Drain,***,#265,11.00%,Mirage,#383,15.00%,Miss,#1,14.00%
321,Ruki,Rock,Water,Rock Shot,80,Rock,#429,20.00%,Aqua Shot,80,Water,#419,19.00%,Geode Grenade,85,Rock,#244,18.00%,Water Whip,55,Water,#62,12.00%,Aqua Veil,***,#67,12.00%,Ancient Power,***,#247,8.00%,Protect,#377,10.00%,Miss,#1,11.00%
322,Soniqueak,Psychic,,Teleport Strike,80,Psychic,#199,18.00%,Clap Slap,45,Normal,#8,7.00%,Telepathic Tempest,85,Psychic,#208,20.00%,Aura Sphere Blast,70,Psychic,#207,14.00%,Mind Control,***,#211,9.00%,Telekinetic Shield,**,#210,15.00%,Protect,#377,10.00%,Miss,#1,17.00%
323,Psysqueak,Psychic,,Reality Bend,125,Psychic,#406,17.00%,Zen Headbutt,80,Psychic,#200,17.00%,Searing Strike,55,Fire,#44,13.00%,Umbral Uppercut,40,Dark,#295,13.00%,Hypnosis Haze,*,#209,16.00%,Thought Scramble,****,#212,14.00%,Protect,#377,11.00%,Miss,#1,10.00%
324,Solarpsy,Psychic,Fire,Reality Bend,125,Psychic,#406,14.00%,Fire Ball,80,Fire,#418,15.00%,Aura Sphere Blast,70,Psychic,#207,17.00%,Wraith Whip,70,Undead,#369,15.00%,Thought Scramble,****,#212,6.00%,Mind Control,***,#211,6.00%,Illusion,#392,10.00%,Miss,#1,27.00%
325,Novapetal,Fairy,Cosmic,Piercing Sparkle,125,Fairy,#413,15.00%,Starlight Burst,80,Cosmic,#435,18.00%,Fairy Strike,55,Fairy,#332,13.00%,Whirlwind Whack,70,Flying,#189,14.00%,Space Time Warp,**,#354,11.00%,Shimmering Symphony,****,#338,7.00%,Fly,#391,12.00%,Miss,#1,22.00%
326,Galactay,Fairy,Cosmic,Piercing Sparkle,125,Fairy,#413,19.00%,Feather Hurricane,50,Flying,#179,15.00%,Crystal Crush,85,Ice,#118,17.00%,Solar Storm,70,Cosmic,#351,13.00%,Cosmic Radiation,***,#355,10.00%,Eclipse Edge,*,#353,10.00%,Evade,#375,10.00%,Miss,#1,16.00%
327,Betapoise,Water,Fairy,Glittering Sweep,80,Fairy,#326,15.00%,Tidal Wave,80,Water,#55,14.00%,Fairy Strike,55,Fairy,#332,19.00%,Torrential Tempest,70,Water,#63,18.00%,Seafoam Shield,*,#65,9.00%,Aqua Veil,***,#67,14.00%,Protect,#377,12.00%,Miss,#1,11.00%
328,Galaqua,Water,Fairy,Whirlpool Vortex,120,Water,#60,11.00%,Zap Cannon,80,Electric,#91,16.00%,Flutter Fury,70,Fairy,#333,17.00%,Pixie Power,40,Fairy,#331,16.00%,Shimmering Symphony,****,#338,15.00%,Scale Armour,**,#282,8.00%,Dive,#387,10.00%,Miss,#1,17.00%
329,Mermother,Water,Grass,Aqua Shot,80,Water,#419,11.00%,Radiant Ray,100,Fairy,#328,23.00%,Hailstorm Fury,70,Ice,#117,9.00%,Torrential Tempest,70,Water,#63,19.00%,Aqua Veil,***,#67,14.00%,Charm Beam,**,#336,10.00%,Protect,#377,13.00%,Miss,#1,14.00%
330,Hedglord,Steel,Fighting,Titan Steel Tempest,120,Steel,#312,12.00%,Iron Strike,100,Fighting,#130,10.00%,Bolt Blade,70,Steel,#315,15.00%,Chlorophyll Charge,85,Grass,#82,12.00%,Courageous Roar,**,#138,10.00%,Rust,*,#317,13.00%,Protect,#377,13.00%,Miss,#1,28.00%
331,Nebuling,Cosmic,Dragonling,Dragonfire Fury,80,Dragon,#271,16.00%,Heat Wave,50,Fire,#35,11.00%,Solar Storm,70,Cosmic,#351,18.00%,Psychic Surge,55,Psychic,#206,16.00%,Knacker,**,#450,13.00%,Cosmic Radiation,***,#355,16.00%,Protect,#377,13.00%,Miss,#1,10.00%
332,Vortexwing,Cosmic,Dragonling,Dragonic Dive,80,Dragon,#431,18.00%,Cosmic Ray Beam,100,Cosmic,#345,13.00%,Aurora Blast,55,Cosmic,#350,19.00%,Aura Sphere Blast,70,Psychic,#207,18.00%,Tailwind Boost,**,#192,12.00%,Dragon's Roar,***,#283,8.00%,Protect,#377,10.00%,Miss,#1,12.00%
333,Ghoulish,Undead,Water,Touch of Death,125,Undead,#414,10.00%,Necro Blast,80,Undead,#436,16.00%,Water Gun,50,Water,#53,16.00%,Jet Strike,55,Normal,#26,15.00%,Screech,***,#31,17.00%,Venemous Vortex,****,#158,13.00%,Protect,#377,10.00%,Miss,#1,13.00%
334,Fearfin,Undead,Water,Touch of Death,125,Undead,#414,15.00%,Corpse Explosion,80,Undead,#361,19.00%,Wraith Whip,70,Undead,#369,17.00%,Steel Swipe,55,Steel,#314,11.00%,Aqua Veil,***,#67,12.00%,Necromancer's Grasp,***,#373,10.00%,Decoy,#384,12.00%,Miss,#1,16.00%
335,Zenithclaw,Grass,Electric,Spark Discharge,30,Electric,#87,8.00%,Grass Whirlwind,50,Grass,#71,7.00%,Electric Power,75,Electric,#476,20.00%,Leaf Tornado,70,Grass,#81,10.00%,Floral Fusion,****,#86,17.00%,Shockwave Shield,****,#104,18.00%,Protect,#377,12.00%,Miss,#1,20.00%
336,Raptile,Grass,Electric,Bramble Barrage,80,Grass,#73,12.00%,Thunderclap Crash,100,Electric,#94,22.00%,Chlorophyll Charge,85,Grass,#82,20.00%,Electro Ball,70,Electric,#99,15.00%,Surge Shield,*,#101,6.00%,Leaf Wrap,*****,#443,7.00%,Protect,#377,14.00%,Miss,#1,18.00%
337,Bearicity,Cosmic,Electric,Plasma Burst,50,Electric,#90,15.00%,Interdimensional Rift,80,Cosmic,#343,16.00%,Shockwave Smash,85,Electric,#100,7.00%,Lunar Wave,40,Cosmic,#349,6.00%,Aurora Borealis,****,#356,17.00%,Shockwave Shield,****,#104,18.00%,Protect,#377,12.00%,Miss,#1,21.00%
338,Astrazorb,Cosmic,Electric,Portal Slam,80,Cosmic,#344,18.00%,Electro Storm,100,Electric,#93,14.00%,Electro Ball,70,Electric,#99,29.00%,Aurora Blast,55,Cosmic,#350,16.00%,Cosmic Radiation,***,#355,5.00%,Thunderous Roar,***,#103,8.00%,Protect,#377,15.00%,Miss,#1,10.00%
339,Starpulse,Cosmic,Electric,Dimensional Lazer,125,Cosmic,#396,14.00%,Thunder Strike,50,Electric,#89,28.00%,Solar Storm,70,Cosmic,#351,12.00%,Aura Sphere Blast,70,Psychic,#207,10.00%,Shockwave Shield,****,#104,11.00%,Cosmic Radiation,***,#355,9.00%,Mirage,#383,12.00%,Miss,#1,16.00%
340,Porrowing,Flying,,Wing Slash,50,Flying,#180,8.00%,Aerial Assault,80,Flying,#181,20.00%,Cyclone Kick,55,Flying,#188,9.00%,Dive Tackle,40,Flying,#187,7.00%,Feathered Fling,****,#194,22.00%,Strong Winds,*****,#462,10.00%,Protect,#377,11.00%,Miss,#1,24.00%
341,Pulclaw,Flying,Psychic,Psybeam Burst,50,Psychic,#197,14.00%,Aerial Assault,80,Flying,#181,17.00%,Talon Tornado,85,Flying,#190,24.00%,Aura Sphere Blast,70,Psychic,#207,10.00%,Telekinetic Shield,**,#210,12.00%,Tailwind Boost,**,#192,11.00%,Protect,#377,13.00%,Miss,#1,12.00%
342,Lunarawk,Flying,Dark,Aeroblast,120,Flying,#186,17.00%,Dark Void Vortex,100,Dark,#292,15.00%,Whirlwind Whack,70,Flying,#189,9.00%,Obilivion Orb,70,Dark,#297,10.00%,Strong Winds,*****,#462,8.00%,Brave Bird,***,#193,10.00%,Protect,#377,12.00%,Miss,#1,31.00%
343,Noctail,Grass,,Roots Below,125,Grass,#400,20.00%,Foliage Frenzy,50,Grass,#72,8.00%,Blossom Blast,40,Grass,#79,9.00%,Pollen Puff,55,Grass,#80,10.00%,Seed Scatter,***,#85,22.00%,Dark Cloud,*****,#444,14.00%,Protect,#377,11.00%,Miss,#1,17.00%
344,Wolforrest,Dark,Grass,Solar Beam,100,Grass,#75,18.00%,Midnight Maul,80,Dark,#289,15.00%,Obilivion Orb,70,Dark,#297,12.00%,Chlorophyll Charge,85,Grass,#82,21.00%,Frighten,*,#299,14.00%,Petal Dance,*,#83,10.00%,Protect,#377,19.00%,Miss,#1,10.00%
345,Giganoc,Dark,Grass,Darkness Plunge,125,Dark,#411,20.00%,Dark Energy Blast,100,Dark,#291,25.00%,Leaf Tornado,70,Grass,#81,7.00%,Eternal Nightfall,85,Dark,#298,5.00%,Frighten,*,#299,7.00%,Seed Scatter,***,#85,13.00%,Detect,#390,19.00%,Miss,#1,23.00%
346,Zardchar,Dragonling,Fire,Fire Ball,80,Fire,#418,12.00%,Whitefire,125,Dragon,#410,15.00%,Searing Strike,55,Fire,#44,12.00%,Infernal Explosion,85,Fire,#46,13.00%,Burn Up,**,#48,12.00%,Awaken,****,#447,8.00%,Counter,#389,12.00%,Miss,#1,28.00%
347,Kooked,Undead,,Scratch,30,Normal,#4,6.00%,Tombstone Tremor,80,Undead,#362,16.00%,Ghoulish Grab,40,Undead,#367,16.00%,Deathly Dismemberment,85,Undead,#370,24.00%,Deathly Curse,**,#372,12.00%,Death's Dominion,****,#374,14.00%,Protect,#377,17.00%,Miss,#1,12.00%
348,Kreeped,Ground,Undead,Sandstorm Fury,80,Ground,#164,9.00%,Necrotic Nova,120,Undead,#365,6.00%,Talon Tornado,85,Flying,#190,18.00%,Deathly Dismemberment,85,Undead,#370,18.00%,Necromancer's Grasp,***,#373,9.00%,Death's Dominion,****,#374,10.00%,Protect,#377,12.00%,Miss,#1,30.00%
349,Pyrate,Fire,Undead,Fire Ball,80,Fire,#418,17.00%,Undead Wail,50,Undead,#359,9.00%,Flame Whirlwind,70,Fire,#45,18.00%,Talon Tornado,85,Flying,#190,5.00%,Burn Up,**,#48,5.00%,Hellfire,*****,#454,15.00%,Protect,#377,13.00%,Miss,#1,31.00%
350,Forrase,Grass,Undead,Photosynthesis Flare,120,Grass,#78,16.00%,Nightshade Strike,100,Undead,#363,22.00%,Leaf Tornado,70,Grass,#81,16.00%,Noxious Eruption,85,Poison,#154,12.00%,Deathly Curse,**,#372,10.00%,Death's Dominion,****,#374,7.00%,Protect,#377,12.00%,Miss,#1,17.00%
351,Aquake,Water,Undead,Vortex Tsunami,125,Water,#399,21.00%,Corpse Explosion,80,Undead,#361,17.00%,Wraith Whip,70,Undead,#369,15.00%,Extreme Speed,85,Normal,#28,14.00%,Aqua Veil,***,#67,7.00%,Bubble Barrier,**,#66,9.00%,Protect,#377,10.00%,Miss,#1,17.00%
352,Cosmeow,Cosmic,,Starry Nightfall,100,Cosmic,#346,12.00%,Starlight Burst,80,Cosmic,#435,15.00%,Snuggle Tackle,70,Normal,#27,19.00%,Psychic Surge,55,Psychic,#206,10.00%,Taunt and Tease,****,#32,15.00%,Cosmic Radiation,***,#355,8.00%,Protect,#377,10.00%,Miss,#1,21.00%
353,Purrfade,Cosmic,Dark,Black Hole Implosion,120,Cosmic,#347,19.00%,Dark Void Vortex,100,Dark,#292,12.00%,Solar Storm,70,Cosmic,#351,14.00%,Snuggle Tackle,70,Normal,#27,16.00%,Cosmic Radiation,***,#355,8.00%,Aurora Borealis,****,#356,6.00%,Illusion,#392,13.00%,Miss,#1,25.00%
354,Ghoulice,Ice,Undead,Hail Scatter,80,Ice,#422,20.00%,Frozen Tundra,125,Ice,#402,14.00%,Wraith Whip,70,Undead,#369,14.00%,Hailstorm Fury,70,Ice,#117,16.00%,Freeze Ray,**,#120,10.00%,Blizzard Cataclysm,****,#122,14.00%,Block,#394,17.00%,Miss,#1,12.00%
355,Cruelice,Ice,Undead,Frozen Tundra,125,Ice,#402,13.00%,Giga Slam,100,Normal,#21,16.00%,Hailstorm Fury,70,Ice,#117,18.00%,Wraith Whip,70,Undead,#369,18.00%,Death's Dominion,****,#374,17.00%,Icy Wind,*,#119,8.00%,Protect,#377,11.00%,Miss,#1,10.00%
356,Icelord,Ice,Undead,Frozen Tundra,125,Ice,#402,20.00%,Banshee Blast,120,Ghost,#257,18.00%,Ghoulish Grab,40,Undead,#367,19.00%,Deathly Dismemberment,85,Undead,#370,15.00%,Death's Dominion,****,#374,10.00%,Icy Wind,*,#119,7.00%,Protect,#377,15.00%,Miss,#1,11.00%
357,Racoom,Fighting,Steel,Flurry of Blows,90,Normal,#18,14.00%,Alloy Smash,80,Steel,#433,18.00%,Low Sweep,40,Fighting,#133,7.00%,Close Combat,85,Fighting,#136,13.00%,Disarm,*****,#441,10.00%,Iron Defense,**,#318,12.00%,Protect,#377,11.00%,Miss,#1,26.00%
358,Bearom,Fighting,Steel,Titan Steel Tempest,120,Steel,#312,9.00%,Absolute Iron,125,Steel,#412,14.00%,Bolt Blade,70,Steel,#315,15.00%,Whirlwind Whack,70,Flying,#189,11.00%,Spirit Boost,*,#137,12.00%,Spirit Boost,*,#137,16.00%,Fly,#391,14.00%,Miss,#1,23.00%
359,Spyde,Bug,Steel,Absolute Iron,125,Steel,#412,16.00%,Beetle Barrage,80,Bug,#218,10.00%,Steel Swipe,55,Steel,#314,14.00%,Bolt Blade,70,Steel,#315,14.00%,Steel Plague,****,#320,8.00%,Rust,*,#317,11.00%,Protect,#377,13.00%,Miss,#1,27.00%
360,Hydrogon,Dragon,Water,Vortex Tsunami,125,Water,#399,25.00%,Fire Ball,80,Fire,#418,16.00%,Bedrock Blast,70,Rock,#243,15.00%,Crystal Crush,85,Ice,#118,18.00%,Seafoam Shield,*,#65,5.00%,Aqua Veil,***,#67,10.00%,Dive,#387,12.00%,Miss,#1,11.00%
361,Prismi,Rock,Steel,Iron Headbutt,30,Steel,#303,12.00%,Gemstone Missile,80,Rock,#235,13.00%,Psychic Surge,55,Psychic,#206,16.00%,Steel Swipe,55,Steel,#314,10.00%,Pressure Point,*****,#440,20.00%,Gravel Grind,*,#245,12.00%,Protect,#377,10.00%,Miss,#1,17.00%
362,Geoday,Rock,Steel,Zen Headbutt,80,Psychic,#200,14.00%,Meteor Rush,120,Rock,#239,13.00%,Geode Grenade,85,Rock,#244,13.00%,Steel Swipe,55,Steel,#314,6.00%,Metallic Harden,***,#319,13.00%,Awaken,****,#447,9.00%,Protect,#377,10.00%,Miss,#1,32.00%
363,Geopsych,Psychic,Steel,Absolute Iron,125,Steel,#412,16.00%,Rock Shot,80,Rock,#429,9.00%,Telepathic Tempest,85,Psychic,#208,13.00%,Shockwave Smash,85,Electric,#100,10.00%,Impenetrable Armour,****,#465,10.00%,Rust,*,#317,8.00%,Detect,#390,10.00%,Miss,#1,34.00%
364,Toxo,Ground,Poison,Venoshock,120,Poison,#150,13.00%,Sludge Bomb,50,Poison,#143,10.00%,Terra Tackle,40,Ground,#169,18.00%,Tremor Shake,70,Ground,#171,19.00%,Acid Rain,***,#157,12.00%,Disarm,*****,#441,13.00%,Burrow,#385,12.00%,Miss,#1,15.00%
365,Rootox,Ground,Poison,Death Charge,120,Normal,#23,14.00%,Poisonous Whirlwind,80,Poison,#146,10.00%,Fissure Quake,85,Ground,#172,7.00%,Fossil Fury,55,Rock,#242,12.00%,Toxic Touch,*,#155,14.00%,Toxic Wasteland,*****,#460,16.00%,Protect,#377,25.00%,Miss,#1,27.00%
366,Sapheetle,Bug,Cosmic,Swarm,30,Bug,#214,5.00%,Starlight Burst,80,Cosmic,#435,23.00%,Chrysalid Charge,70,Bug,#225,19.00%,Spark Shuriken,55,Electric,#98,13.00%,Space Time Warp,**,#354,10.00%,Blind,*****,#442,18.00%,Protect,#377,12.00%,Miss,#1,12.00%
367,Gemfly,Bug,Fairy,Sparkle Burst,80,Fairy,#434,22.00%,Bug Bite,30,Bug,#213,5.00%,Flutter Fury,70,Fairy,#333,15.00%,Heavenly Hurricane,85,Fairy,#334,13.00%,Wonderland,****,#470,10.00%,Rapid Evolution,****,#464,9.00%,Fly,#391,10.00%,Miss,#1,26.00%
368,Leoleaf,Electric,Grass,Grass Whirlwind,50,Grass,#71,19.00%,Electric Whip,80,Electric,#92,21.00%,Zap Kick,40,Electric,#97,10.00%,Chlorophyll Charge,85,Grass,#82,16.00%,Thunderous Roar,***,#103,10.00%,Leaf Wrap,*****,#443,12.00%,Protect,#377,14.00%,Miss,#1,12.00%
369,Staticat,Electric,Grass,Voltage Overload,125,Electric,#401,18.00%,Arc Lightning,80,Electric,#421,15.00%,Extreme Speed,85,Normal,#28,11.00%,Chlorophyll Charge,85,Grass,#82,21.00%,Magnet Wave,**,#102,8.00%,Counter Attack,***,#449,8.00%,Protect,#377,13.00%,Miss,#1,19.00%
370,Pridevolt,Electric,Grass,Death Charge,120,Normal,#23,18.00%,Thunderbolt Blitz,120,Electric,#96,20.00%,Electro Ball,70,Electric,#99,10.00%,Leaf Tornado,70,Grass,#81,7.00%,Floral Fusion,****,#86,11.00%,Awaken,****,#447,11.00%,Protect,#377,10.00%,Miss,#1,23.00%
371,Poni,Fairy,Normal,Head Kick,70,Normal,#13,16.00%,Twinkle Tackle,80,Fairy,#325,17.00%,Pixie Power,40,Fairy,#331,9.00%,Psychic Surge,55,Psychic,#206,17.00%,Special Talent,****,#446,15.00%,Soothing Voice,***,#452,9.00%,Protect,#377,11.00%,Miss,#1,17.00%
372,Pegasuasia,Fairy,Normal,Piercing Sparkle,125,Fairy,#413,14.00%,Arc Lightning,80,Electric,#421,12.00%,Extreme Speed,85,Normal,#28,11.00%,Heavenly Hurricane,85,Fairy,#334,18.00%,Shimmering Symphony,****,#338,7.00%,Blinding Light,**,#451,9.00%,Leap,#380,10.00%,Miss,#1,29.00%
373,Shadoni,Dark,Fairy,Twilight Takedown,50,Dark,#288,15.00%,Magical Mist,50,Fairy,#323,11.00%,Obilivion Orb,70,Dark,#297,19.00%,Flutter Fury,70,Fairy,#333,22.00%,Frighten,*,#299,13.00%,Wonderland,****,#470,10.00%,Protect,#377,14.00%,Miss,#1,10.00%
374,Shadowmare,Dark,Fairy,Piercing Sparkle,125,Fairy,#413,13.00%,Voltage Overload,125,Electric,#401,14.00%,Electro Ball,70,Electric,#99,12.00%,Obilivion Orb,70,Dark,#297,15.00%,Dark Whispers,**,#300,9.00%,Total Darkness,*****,#468,9.00%,Protect,#377,13.00%,Miss,#1,28.00%
375,Floroni,Grass,Fairy,Head Kick,70,Normal,#13,16.00%,Thorn Shot,80,Grass,#420,16.00%,Heavenly Hurricane,85,Fairy,#334,10.00%,Fairy Strike,55,Fairy,#332,12.00%,Shimmering Symphony,****,#338,17.00%,Sacred Garden,*****,#456,8.00%,Protect,#377,11.00%,Miss,#1,21.00%
376,Blossomare,Grass,Fairy,Piercing Sparkle,125,Fairy,#413,18.00%,Photosynthesis Flare,120,Grass,#78,15.00%,Leaf Tornado,70,Grass,#81,13.00%,Heavenly Hurricane,85,Fairy,#334,10.00%,Petal Dance,*,#83,14.00%,Wonderland,****,#470,7.00%,Protect,#377,10.00%,Miss,#1,23.00%
377,Amethysk,Psychic,Rock,Rock Shot,80,Rock,#429,13.00%,Psychic Blast,30,Psychic,#195,9.00%,Aura Sphere Blast,70,Psychic,#207,18.00%,Bedrock Blast,70,Rock,#243,9.00%,Special Talent,****,#446,20.00%,Impenetrable Armour,****,#465,12.00%,Protect,#377,10.00%,Miss,#1,19.00%
378,Minnerysk,Psychic,Rock,Death Hug,125,Normal,#397,16.00%,Mental Shockwave,100,Psychic,#201,14.00%,Smack Down,70,Fighting,#135,16.00%,Fissure Quake,85,Ground,#172,18.00%,Gravel Grind,*,#245,10.00%,Telekinetic Shield,**,#210,16.00%,Protect,#377,13.00%,Miss,#1,10.00%
379,Geostein,Psychic,Rock,Meteor Rush,120,Rock,#239,18.00%,Hyperspace Punch,120,Psychic,#204,16.00%,Aurora Blast,55,Cosmic,#350,11.00%,Interstellar Impact,85,Cosmic,#352,23.00%,Eclipse Edge,*,#353,8.00%,Blinding Light,**,#451,10.00%,Protect,#377,10.00%,Miss,#1,14.00%
380,Alloymi,Electric,Steel,Spark Discharge,30,Electric,#87,8.00%,Magnet Mayhem,120,Electric,#95,14.00%,Terra Tackle,40,Ground,#169,13.00%,Geode Grenade,85,Rock,#244,15.00%,Metallic Harden,***,#319,12.00%,Lucky Comet,****,#471,13.00%,Withdraw,#379,10.00%,Miss,#1,25.00%
381,Mechazap,Electric,Steel,Death Hug,125,Normal,#397,17.00%,Thunderclap Crash,100,Electric,#94,14.00%,Bolt Blade,70,Steel,#315,12.00%,Rock Throw,40,Rock,#241,10.00%,Overdrive,*****,#469,10.00%,Counter Attack,***,#449,5.00%,Protect,#377,10.00%,Miss,#1,32.00%
382,Gigashoc,Electric,Rock,Cataclysm,125,Ground,#404,20.00%,Arc Lightning,80,Electric,#421,16.00%,Bedrock Blast,70,Rock,#243,11.00%,Smack Down,70,Fighting,#135,14.00%,Impenetrable Armour,****,#465,10.00%,Rock Shield,**,#246,13.00%,Protect,#377,10.00%,Miss,#1,16.00%
383,Batzu,Flying,Poison,Venomous Bite,50,Poison,#144,18.00%,Poisonous Whirlwind,80,Poison,#146,24.00%,Whirlwind Whack,70,Flying,#189,17.00%,Ghoulish Grab,40,Undead,#367,11.00%,Strong Winds,*****,#462,8.00%,Dark Cloud,*****,#444,11.00%,Protect,#377,15.00%,Miss,#1,11.00%
384,Vampzu,Flying,Poison,Gale Force Barrage,125,Flying,#405,13.00%,Ice Fang,50,Ice,#108,8.00%,Venom Pounce,70,Poison,#153,17.00%,Talon Tornado,85,Flying,#190,12.00%,Dark Cloud,*****,#444,7.00%,Deafening Scream,***,#453,18.00%,Protect,#377,12.00%,Miss,#1,25.00%
385,Dracoshim,Dragonling,Fairy,Sparkle Burst,80,Fairy,#434,19.00%,Sparkle Wave,50,Fairy,#324,12.00%,Dive Tackle,40,Flying,#187,10.00%,Supernova,70,Dragon,#279,19.00%,Scale Armour,**,#282,15.00%,Special Talent,****,#446,15.00%,Protect,#377,13.00%,Miss,#1,10.00%
386,Ponda,Grass,Normal,Body Slam,60,Normal,#11,11.00%,Water Gun,50,Water,#53,11.00%,Pollen Puff,55,Grass,#80,12.00%,Grass Power,75,Grass,#475,20.00%,Root Rend,**,#84,20.00%,Taunt and Tease,****,#32,16.00%,Protect,#377,14.00%,Miss,#1,10.00%
387,Pantactic,Grass,Normal,Spinning Backfist,50,Fighting,#125,19.00%,Bump and Run,100,Normal,#20,18.00%,Grass Power,75,Grass,#475,14.00%,Steel Swipe,55,Steel,#314,13.00%,Seed Scatter,***,#85,16.00%,Soothing Voice,***,#452,10.00%,Protect,#377,15.00%,Miss,#1,10.00%
